trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Miftah_Jalan65_clustered_torso,1,14,23,9.0,frames,0.4672944551829857,
Miftah_Jalan65_clustered_torso,2,23,28,5.0,frames,0.24869885506437003,
Miftah_Jalan65_clustered_torso,3,28,34,6.0,frames,0.24981698512735814,
Miftah_Jalan65_clustered_torso,4,34,39,5.0,frames,0.22475517718981028,
Miftah_Jalan65_clustered_torso,5,39,48,9.0,frames,0.39563708296952455,
Miftah_Jalan65_clustered_torso,6,48,61,13.0,frames,0.44038600083295903,
Miftah_Jalan65_clustered_torso,7,61,66,5.0,frames,0.2793418609605642,
Miftah_Jalan65_clustered_torso,8,66,78,12.0,frames,0.49795402938302347,
Miftah_Jalan65_clustered_torso,9,78,86,8.0,frames,0.2800210484947663,
Miftah_Jalan65_clustered_torso,10,86,94,8.0,frames,0.21662826966476348,
Miftah_Jalan65_clustered_torso,11,94,100,6.0,frames,0.17351408196953,
Miftah_Jalan65_clustered_torso,12,100,105,5.0,frames,0.19090916748673437,
