trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Miftah_Jalan9_clustered_torso,1,29,35,6.0,frames,0.16360271045253405,
Miftah_Jalan9_clustered_torso,2,35,40,5.0,frames,0.3135732767021579,
Miftah_Jalan9_clustered_torso,3,40,46,6.0,frames,0.24738581106644347,
Miftah_Jalan9_clustered_torso,4,46,56,10.0,frames,0.3894510984300009,
Miftah_Jalan9_clustered_torso,5,56,62,6.0,frames,0.20358764681936564,
Miftah_Jalan9_clustered_torso,6,62,69,7.0,frames,0.24740114085475254,
Miftah_Jalan9_clustered_torso,7,69,74,5.0,frames,0.2109258979295331,
Miftah_Jalan9_clustered_torso,8,74,88,14.0,frames,0.504019522507897,
Miftah_Jalan9_clustered_torso,9,88,94,6.0,frames,0.2553427751366506,
Miftah_Jalan9_clustered_torso,10,94,107,13.0,frames,0.40411238792891013,
Miftah_Jalan9_clustered_torso,11,107,116,9.0,frames,0.2840589255223841,
Miftah_Jalan9_clustered_torso,12,116,123,7.0,frames,0.11980990528843637,
