trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Miftah_Jalan4_clustered_torso,1,17,44,27.0,frames,0.12294646962904153,
Miftah_Jalan4_clustered_torso,2,44,52,8.0,frames,0.2568497787750529,
Miftah_Jalan4_clustered_torso,3,52,57,5.0,frames,0.19640698816417126,
Miftah_Jalan4_clustered_torso,4,57,65,8.0,frames,0.3405633043063938,
Miftah_Jalan4_clustered_torso,5,65,71,6.0,frames,0.3825537031479651,
Miftah_Jalan4_clustered_torso,6,71,76,5.0,frames,0.27033659433929474,
Miftah_Jalan4_clustered_torso,7,76,82,6.0,frames,0.32756215394548255,
Miftah_Jalan4_clustered_torso,8,82,94,12.0,frames,0.5029596878806545,
Miftah_Jalan4_clustered_torso,9,94,104,10.0,frames,0.2675738847546258,
Miftah_Jalan4_clustered_torso,10,104,110,6.0,frames,0.1016035614361143,
Miftah_Jalan4_clustered_torso,11,110,115,5.0,frames,0.19030277860537526,
