trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Miftah_Jalan54_clustered_torso,1,6,17,11.0,frames,0.16307220558758687,
Miftah_Jalan54_clustered_torso,2,17,23,6.0,frames,0.21058972084137403,
Miftah_Jalan54_clustered_torso,3,23,31,8.0,frames,0.3684945112567921,
Miftah_Jalan54_clustered_torso,4,31,41,10.0,frames,0.3861314863648313,
Miftah_Jalan54_clustered_torso,5,41,50,9.0,frames,0.4441253226921064,
Miftah_Jalan54_clustered_torso,6,50,56,6.0,frames,0.22409990016319292,
Miftah_Jalan54_clustered_torso,7,56,64,8.0,frames,0.24710110387648698,
Miftah_Jalan54_clustered_torso,8,64,74,10.0,frames,0.25756626810441124,
Miftah_Jalan54_clustered_torso,9,74,79,5.0,frames,0.09738663474293763,
Miftah_Jalan54_clustered_torso,10,79,86,7.0,frames,0.27002180782061247,
Miftah_Jalan54_clustered_torso,11,86,92,6.0,frames,0.3866100583335304,
Miftah_Jalan54_clustered_torso,12,92,98,6.0,frames,0.5023819887738986,
Miftah_Jalan54_clustered_torso,13,98,103,5.0,frames,0.2490588627495988,
Miftah_Jalan54_clustered_torso,14,103,113,10.0,frames,0.3370091666247709,
Miftah_Jalan54_clustered_torso,15,113,122,9.0,frames,0.40645117780781775,
Miftah_Jalan54_clustered_torso,16,122,129,7.0,frames,0.265081004204022,
Miftah_Jalan54_clustered_torso,17,129,135,6.0,frames,0.15878925097032748,
Miftah_Jalan54_clustered_torso,18,135,141,6.0,frames,0.22974256109888813,
Miftah_Jalan54_clustered_torso,19,141,148,7.0,frames,0.25466164195069035,
Miftah_Jalan54_clustered_torso,20,148,153,5.0,frames,0.5455078600068886,
