trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Miftah_Jalan39_clustered_torso,1,15,21,6.0,frames,0.2891575813001158,
Miftah_Jalan39_clustered_torso,2,21,31,10.0,frames,0.6619887911583515,
Miftah_Jalan39_clustered_torso,3,31,37,6.0,frames,0.2582833995266579,
Miftah_Jalan39_clustered_torso,4,37,43,6.0,frames,0.32652510441929555,
Miftah_Jalan39_clustered_torso,5,43,53,10.0,frames,0.5439010939676641,
Miftah_Jalan39_clustered_torso,6,53,60,7.0,frames,0.3501865372806626,
Miftah_Jalan39_clustered_torso,7,60,67,7.0,frames,0.3434189015927614,
Miftah_Jalan39_clustered_torso,8,67,74,7.0,frames,0.2568285749791242,
Miftah_Jalan39_clustered_torso,9,74,79,5.0,frames,0.2860626165963844,
Miftah_Jalan39_clustered_torso,10,79,87,8.0,frames,0.3211084950308584,
Miftah_Jalan39_clustered_torso,11,87,98,11.0,frames,0.42887257717028276,
Miftah_Jalan39_clustered_torso,12,98,104,6.0,frames,0.2915616835175315,
Miftah_Jalan39_clustered_torso,13,104,112,8.0,frames,0.2968261298517854,
