trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Miftah_Jalan52_clustered_torso,1,5,15,10.0,frames,0.23362725026112108,
Miftah_Jalan52_clustered_torso,2,15,23,8.0,frames,0.34361983152545916,
Miftah_Jalan52_clustered_torso,3,23,28,5.0,frames,0.16722780573597992,
Miftah_Jalan52_clustered_torso,4,28,36,8.0,frames,0.3520234184539489,
Miftah_Jalan52_clustered_torso,5,36,45,9.0,frames,0.5408327868428683,
Miftah_Jalan52_clustered_torso,6,45,50,5.0,frames,0.2394803102287974,
Miftah_Jalan52_clustered_torso,7,50,55,5.0,frames,0.1628378528822564,
Miftah_Jalan52_clustered_torso,8,55,65,10.0,frames,0.25131797096191943,
Miftah_Jalan52_clustered_torso,9,65,72,7.0,frames,0.5356889109892392,
Miftah_Jalan52_clustered_torso,10,72,77,5.0,frames,0.24556266526517137,
Miftah_Jalan52_clustered_torso,11,77,83,6.0,frames,0.32686054073867465,
Miftah_Jalan52_clustered_torso,12,83,91,8.0,frames,0.45488612140381673,
Miftah_Jalan52_clustered_torso,13,91,102,11.0,frames,0.4518651022637079,
Miftah_Jalan52_clustered_torso,14,102,109,7.0,frames,0.38997561720028906,
Miftah_Jalan52_clustered_torso,15,109,117,8.0,frames,0.3347764114013811,
Miftah_Jalan52_clustered_torso,16,117,126,9.0,frames,0.1774437535626722,
Miftah_Jalan52_clustered_torso,17,126,132,6.0,frames,0.12895465954208207,
Miftah_Jalan52_clustered_torso,18,132,140,8.0,frames,0.05422273071612108,
