trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Miftah_Jalan7_clustered_torso,1,4,11,7.0,frames,0.1567705949772568,
Miftah_Jalan7_clustered_torso,2,11,19,8.0,frames,0.1828801015348213,
Miftah_Jalan7_clustered_torso,3,19,25,6.0,frames,0.18410251040382136,
Miftah_Jalan7_clustered_torso,4,25,31,6.0,frames,0.2034768478822417,
Miftah_Jalan7_clustered_torso,5,31,38,7.0,frames,0.1972396266237827,
Miftah_Jalan7_clustered_torso,6,38,45,7.0,frames,0.33726101070836123,
Miftah_Jalan7_clustered_torso,7,45,50,5.0,frames,0.18685504372950382,
Miftah_Jalan7_clustered_torso,8,50,57,7.0,frames,0.39925322850446365,
Miftah_Jalan7_clustered_torso,9,57,71,14.0,frames,0.6339294217220746,
Miftah_Jalan7_clustered_torso,10,71,76,5.0,frames,0.27627610115751966,
Miftah_Jalan7_clustered_torso,11,76,83,7.0,frames,0.18591975671336494,
Miftah_Jalan7_clustered_torso,12,83,91,8.0,frames,0.24832389757042844,
Miftah_Jalan7_clustered_torso,13,91,96,5.0,frames,0.20499522631080694,
