frame,torso_cluster_id,torso_x,torso_y,torso_z,num_points_torso,is_held_from_prev
1,0,-0.0215962356064206,0.2300482931599019,2.1030552837188696,1,0
2,0,-0.0215962356064206,0.2300482931599019,2.1030552837188696,2,1
3,0,-0.0215962356064206,0.2300482931599019,2.1030552837188696,3,1
4,0,-0.22773299288927795,0.8479661384187654,2.833734581436635,2,0
5,0,-0.22773299288927795,0.8479661384187654,2.833734581436635,4,1
6,0,-0.22773299288927795,0.8479661384187654,2.833734581436635,4,1
7,-1,,,,0,0
8,0,-0.6651774869391345,4.714115781924922,0.6823162582249508,3,0
9,0,-0.6651774869391345,4.714115781924922,0.6823162582249508,0,1
10,0,-0.6651774869391345,4.714115781924922,0.6823162582249508,0,1
11,-1,,,,0,0
12,0,-0.8083823017105587,3.8991859564967304,-1.4353853189348837,3,0
13,0,-0.8083823017105587,3.8991859564967304,-1.4353853189348837,4,1
14,0,-0.8083823017105587,3.8991859564967304,-1.4353853189348837,3,1
16,-1,,,,0,0
17,-1,,,,0,0
18,-1,,,,0,0
19,0,-0.2617837236562031,0.5910906191036613,1.0345864041710233,2,0
20,0,-0.2617837236562031,0.5910906191036613,1.0345864041710233,0,1
21,0,-0.2617837236562031,0.5910906191036613,1.0345864041710233,4,1
22,0,-0.1842312375319864,0.1601605870405575,1.933543671807828,1,0
23,0,-0.1842312375319864,0.1601605870405575,1.933543671807828,4,1
24,0,-0.1842312375319864,0.1601605870405575,1.933543671807828,2,1
25,0,0.9798716640061084,2.0991312463726324,2.460246226195552,3,0
26,0,0.9798716640061084,2.0991312463726324,2.460246226195552,3,1
27,0,0.9798716640061084,2.0991312463726324,2.460246226195552,0,1
28,-1,,,,0,0
29,-1,,,,0,0
30,-1,,,,0,0
31,0,-0.8639047881486176,4.067375503253985,1.1994728564761246,3,0
32,0,-0.8639047881486176,4.067375503253985,1.1994728564761246,0,1
33,0,-0.8639047881486176,4.067375503253985,1.1994728564761246,4,1
34,-1,,,,0,0
35,0,-1.1356160682981422,0.43312208832507615,-0.6476009639631144,5,0
36,0,-1.1356160682981422,0.43312208832507615,-0.6476009639631144,0,1
37,0,-1.1356160682981422,0.43312208832507615,-0.6476009639631144,19,1
38,1,-1.178098205257295,0.2777204386891239,1.2985733510466257,21,0
39,1,-1.178098205257295,0.2777204386891239,1.2985733510466257,35,1
40,1,-1.178098205257295,0.2777204386891239,1.2985733510466257,37,1
41,0,-1.2461523205552265,0.5976188381217722,-0.49563528054285694,31,0
42,0,-1.2461523205552265,0.5976188381217722,-0.49563528054285694,47,1
43,0,-1.2461523205552265,0.5976188381217722,-0.49563528054285694,55,1
44,0,-1.2856705541239806,0.7003755552208636,-0.3766144926799807,57,0
45,0,-1.2856705541239806,0.7003755552208636,-0.3766144926799807,32,1
46,0,-1.298625616075855,0.6582115195141062,-0.5425891225153714,54,0
47,0,-1.311754924614751,0.8120733970470649,-0.3472826323035002,61,0
