frame,timestamp,timestamp_sec,torso_x,torso_y,torso_z,doppler_torso,is_gap,gait_signal_raw,gait_signal_smooth,step_event
1,18:11:16.032745,65476.032745,-1.6285054541337145,0.4719294922155188,0.9979612673331862,-0.0697200018621515,0,0.0697200018621515,0.0697200018621515,0
2,18:11:16.088035,65476.088035,-1.6285054541337145,0.4719294922155188,0.9979612673331862,,0,,0.0697200018621515,0
3,18:11:16.142967,65476.142967,-1.6285054541337145,0.4719294922155188,0.9979612673331862,,0,,0.0697200018621515,0
4,18:11:16.197532,65476.197532,,,,,1,,,0
5,18:11:16.252818,65476.252818,,,,,1,,,0
6,18:11:16.307846,65476.307846,,,,,1,,,0
7,18:11:16.362761,65476.362761,,,,,1,,0.1391600037168245,0
8,18:11:16.417641,65476.417641,,,,,1,,0.1391600037168245,0
9,18:11:16.472751,65476.472751,-1.5526152266610669,0.4374486077517005,1.0281628931035556,-0.1391600037168245,0,0.1391600037168245,0.1740200046479003,0
10,18:11:16.527398,65476.527398,-1.5526152266610669,0.4374486077517005,1.0281628931035556,,0,,0.1740200046479003,0
11,18:11:16.585234,65476.585234,-1.5749493393874323,0.3097511899981827,0.9933511465822136,-0.2088800055789761,0,0.2088800055789761,0.2088800055789761,0
12,18:11:16.637920,65476.63792,-1.5749493393874323,0.3097511899981827,0.9933511465822136,,0,,0.2088800055789761,0
13,18:11:16.693614,65476.693614,-1.6196613589179276,0.3540782418905531,0.9968425280606356,-0.2088800055789761,0,0.2088800055789761,0.2088800055789761,0
14,18:11:16.750166,65476.750166,-1.6196613589179276,0.3540782418905531,0.9968425280606356,-0.2088800055789761,0,0.2088800055789761,0.2088800055789761,0
15,18:11:16.805996,65476.805996,-1.524805057468254,0.3882350103538901,1.0462163244621034,-0.2783200074336491,0,0.2783200074336491,0.24360000650631258,0
16,18:11:16.858818,65476.858818,-1.524805057468254,0.3882350103538901,1.0462163244621034,,0,,0.41748001115047373,0
17,18:11:16.912869,65476.912869,-1.4575926704571096,0.2401587889096843,1.0250185565721617,-0.5566400148672983,0,0.5566400148672983,0.5566400148672983,1
18,18:11:16.971973,65476.971973,-1.4575926704571096,0.2401587889096843,1.0250185565721617,-0.5566400148672983,0,0.5566400148672983,0.5566400148672983,0
19,18:11:17.023726,65477.023726,-1.3636551207309076,0.4159736744297064,1.16015964308161,-0.6263600167294499,0,0.6263600167294499,0.5915000157983741,0
20,18:11:17.077853,65477.077853,-1.3636551207309076,0.4159736744297064,1.16015964308161,,0,,0.6263600167294499,0
21,18:11:17.136187,65477.136187,-1.2869962664561905,0.3566906287440183,1.284420768411482,-0.6263600167294499,0,0.6263600167294499,0.6610800176567864,0
22,18:11:17.191565,65477.191565,-1.2741607348320976,0.3977050255237518,1.2766195664403954,-0.6958000185841229,0,0.6958000185841229,0.6958000185841229,1
23,18:11:17.245338,65477.245338,-1.24123783852548,0.4327889163940261,1.2378516907940496,-0.6958000185841229,0,0.6958000185841229,0.6958000185841229,0
24,18:11:17.303536,65477.303536,-1.2400160341313975,0.41990385269304,1.297743057896976,-0.6958000185841229,0,0.6958000185841229,0.6958000185841229,0
25,18:11:17.358841,65477.358841,-1.1442785741565211,0.3948052436270989,1.3241456026508522,-0.6958000185841229,0,0.6958000185841229,0.6958000185841229,0
26,18:11:17.413451,65477.413451,-1.1165454561865338,0.4160300535371716,1.3405691020015111,-0.6263600167294499,0,0.6263600167294499,0.6263600167294499,0
27,18:11:17.470928,65477.470928,-1.1075189852064018,0.4643876695402334,1.380466715277216,-0.6263600167294499,0,0.6263600167294499,0.6263600167294499,1
28,18:11:17.524187,65477.524187,-1.077007616247324,0.4114863978227787,1.346300975037396,-0.5566400148672983,0,0.5566400148672983,0.6263600167294499,0
29,18:11:17.579653,65477.579653,-1.077007616247324,0.4114863978227787,1.346300975037396,-0.6263600167294499,0,0.6263600167294499,0.6263600167294499,0
30,18:11:17.634576,65477.634576,-0.9334821624647844,0.4462989579825974,1.3679555669628287,-0.6958000185841229,0,0.6958000185841229,0.6263600167294499,0
31,18:11:17.692552,65477.692552,-0.8869217444229412,0.4744907623610412,1.5050304837749242,-0.6958000185841229,0,0.6958000185841229,0.6958000185841229,0
32,18:11:17.746683,65477.746683,-0.8319571966647156,0.4751952226631716,1.4298718723109394,-0.6263600167294499,0,0.6263600167294499,0.6958000185841229,1
33,18:11:17.798932,65477.798932,-0.819224640513282,0.4777960751200841,1.5807780166536225,-0.7655200204462744,0,0.7655200204462744,0.6958000185841229,0
34,18:11:17.851779,65477.851779,-0.7390059173115563,0.5177080864875887,1.5088693545034813,-0.6958000185841229,0,0.6958000185841229,0.6263600167294499,0
35,18:11:17.905333,65477.905333,-0.8202237801747911,0.3893251550402734,1.5725092331586294,-0.5566400148672983,0,0.5566400148672983,0.5566400148672983,0
36,18:11:17.961871,65477.961871,-0.8202237801747911,0.3893251550402734,1.5725092331586294,-0.4174800111504737,0,0.4174800111504737,0.4174800111504737,0
37,18:11:18.021002,65478.021002,-0.8202237801747911,0.3893251550402734,1.5725092331586294,-0.4174800111504737,0,0.4174800111504737,0.4174800111504737,0
38,18:11:18.071126,65478.071126,-0.355312286286595,0.5884974670272184,1.305360991263137,-0.3480400092958007,0,0.3480400092958007,0.3480400092958007,0
39,18:11:18.129779,65478.129779,-0.2887679281074222,0.5732733190516273,1.4091076542471417,-0.2783200074336491,0,0.2783200074336491,0.2783200074336491,0
40,18:11:18.188319,65478.188319,-0.2232625959417023,0.6061949836680267,1.4607808320251046,-0.1391600037168245,0,0.1391600037168245,0.1391600037168245,0
