frame,torso_cluster_id,torso_x,torso_y,torso_z,num_points_torso,is_held_from_prev,delta_d,v_step_frame,v_step_smooth,step_flag,step_index
3,0,1.0722865899382898,1.036812002824324,1.4753529262633691,20,0,0.0,0.0,0.015002530889443368,0,-1
4,0,1.118777438187772,1.0267068895213187,1.4237640037333776,25,0,0.07017783990426331,0.07017783990426331,0.0497338686920423,0,-1
6,0,1.0296130752139665,1.0581784256835487,1.4447824420539293,29,0,0.09686338814211444,0.09686338814211444,0.07483470248860774,0,-1
7,0,1.0037637263059658,1.0183064337545793,1.4435128263736576,42,0,0.04753500292760011,0.04753500292760011,0.09030503227913968,0,-1
8,0,0.9337217893723286,1.046390390868314,1.52746255786064,48,0,0.11288108341665638,0.11288108341665638,0.09243836243751383,1,1
9,0,0.9066198789117946,1.029727504943458,1.446625380565126,6,0,0.08687240385221276,0.08687240385221276,0.07602149475014874,0,-1
10,0,0.8462004668284634,1.017378209053453,1.5021448633516563,31,0,0.08297845162666106,0.08297845162666106,0.08024362369986626,0,-1
11,0,0.8408105727145612,1.001069120827797,1.4809409833296063,25,0,0.027288126452741313,0.027288126452741313,0.0681459375941913,0,-1
12,0,0.754651360644731,0.984938960835862,1.5453535661809017,34,0,0.10877762966453339,0.10877762966453339,0.07651021327814511,0,-1
13,0,0.6954443610287283,0.9596196246595684,1.5063185620792705,54,0,0.07530118945376546,0.07530118945376546,0.07335576969761914,0,-1
14,0,0.6790435187228114,0.8816346780547996,1.4750013205610015,34,0,0.08562364826148083,0.08562364826148083,0.08428093316412633,1,2
15,0,0.6303805207317442,0.878309791949868,1.4595570172042962,30,0,0.05116315810486407,0.05116315810486407,0.07481702318680306,0,-1
16,0,0.5649134688986882,0.7991578473026262,1.50220817441094,50,0,0.11122089025096821,0.11122089025096821,0.09490449197439665,0,-1
17,0,0.5397645965602024,0.8052463863931477,1.4088935974458587,7,0,0.09683566678825692,0.09683566678825692,0.1074451108627522,0,-1
18,0,0.4194828236742562,0.8132950565642855,1.4661419342990605,36,0,0.13345358014144001,0.13345358014144001,0.09165959091409319,0,-1
19,0,0.4183642646163359,0.7516736411631385,1.4004362906444705,43,0,0.0900870779772034,0.0900870779772034,0.1253798984211065,0,-1
20,0,0.3616008122123908,0.7344707961946548,1.3613632052264455,20,0,0.07102628673884692,0.07102628673884692,0.14648455888696232,1,3
21,1,0.1681464584205169,0.7173110110328007,1.573533850178043,37,0,0.2876376675733019,0.2876376675733019,0.13480471960980195,0,-1
22,1,0.1202080749058803,0.6939261953967006,1.5169716979837575,51,0,0.07774455143082554,0.07774455143082554,0.13459186972657428,0,-1
23,1,0.0664930720524833,0.679478835428749,1.4860522955327435,60,0,0.06363990249451824,0.06363990249451824,0.12472412649040836,0,-1
24,0,-0.0677458902704562,0.6869424828931961,1.4772874745512814,62,0,0.13473168567879718,0.13473168567879718,0.09972767310193777,0,-1
25,0,-0.1688101823978987,0.636086789921823,1.54386480711945,28,0,0.13127388873158338,0.13127388873158338,0.09333870275249448,0,-1
26,0,-0.2518784872820319,0.622423303242679,1.4763615476837708,6,0,0.10790608962887624,0.10790608962887624,0.11880922816756945,0,-1
27,0,-0.2518784872820319,0.622423303242679,1.4763615476837708,11,1,0.0,0.0,0.07867073460035982,0,-1
28,1,-0.4673094795858944,0.5781101377557001,1.5239506097025255,5,0,0.2250308598933225,0.2250308598933225,0.10426882912662014,0,-1
29,1,-0.4673094795858944,0.5781101377557001,1.5239506097025255,60,1,0.0,0.0,0.11581128541282602,0,-1
30,0,-0.6599226890534039,0.4460151144240073,1.549470836758666,29,0,0.23494728268139667,0.23494728268139667,0.15332528881159466,1,4
31,0,-0.7299665107302423,0.4221692936993919,1.5330517217135553,67,0,0.07579147353094423,0.07579147353094423,0.11840397292968523,0,-1
32,0,-0.8895214384781238,0.3823101473929696,1.5748914491772852,41,0,0.16969705155702516,0.16969705155702516,0.12927892247692588,0,-1
33,0,-0.9103537587696136,0.3633029321086492,1.5897305106477042,53,0,0.03186624463149983,0.03186624463149983,0.04730602103633359,0,-1
34,0,-0.9506910729397348,0.3318409514577674,1.560881731704842,36,0,0.058729951365803584,0.058729951365803584,0.0468723156100494,0,-1
35,0,-0.9506910729397348,0.3318409514577674,1.560881731704842,5,1,0.0,0.0,0.07634785505695016,0,-1
36,0,-0.9917364482059672,0.2933621706566641,1.39112233429917,9,0,0.1788395717122529,0.1788395717122529,0.13573263937703575,0,-1
