trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Afi_Jalan50_clustered_torso,1,8,32,24.0,frames,0.19080861940836333,
Afi_Jalan50_clustered_torso,2,32,39,7.0,frames,0.305272582440181,
Afi_Jalan50_clustered_torso,3,39,49,10.0,frames,0.6404495271606145,
Afi_Jalan50_clustered_torso,4,49,55,6.0,frames,0.26284241379063805,
Afi_Jalan50_clustered_torso,5,55,60,5.0,frames,0.20348623113976366,
Afi_Jalan50_clustered_torso,6,60,66,6.0,frames,0.2898929696484271,
Afi_Jalan50_clustered_torso,7,66,75,9.0,frames,0.40666361756520264,
Afi_Jalan50_clustered_torso,8,75,81,6.0,frames,0.4542392103440381,
Afi_Jalan50_clustered_torso,9,81,90,9.0,frames,0.7038487880600622,
Afi_Jalan50_clustered_torso,10,90,97,7.0,frames,0.4357474716980475,
Afi_Jalan50_clustered_torso,11,97,103,6.0,frames,0.2988322742248554,
Afi_Jalan50_clustered_torso,12,103,111,8.0,frames,0.2744905616144556,
Afi_Jalan50_clustered_torso,13,111,117,6.0,frames,0.3734046879187146,
Afi_Jalan50_clustered_torso,14,117,127,10.0,frames,0.4797526287439281,
Afi_Jalan50_clustered_torso,15,127,134,7.0,frames,0.15336860286824291,
Afi_Jalan50_clustered_torso,16,134,143,9.0,frames,0.08310362248427634,
