trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Afi_Jalan49_clustered_torso,1,8,20,12.0,frames,0.20262236012674523,
Afi_Jalan49_clustered_torso,2,20,26,6.0,frames,0.2655889226843315,
Afi_Jalan49_clustered_torso,3,26,36,10.0,frames,0.540191512395967,
Afi_Jalan49_clustered_torso,4,36,45,9.0,frames,0.36947092827536465,
Afi_Jalan49_clustered_torso,5,45,53,8.0,frames,0.3594026269450811,
Afi_Jalan49_clustered_torso,6,53,59,6.0,frames,0.28116510697183356,
Afi_Jalan49_clustered_torso,7,59,69,10.0,frames,0.33115883967802157,
Afi_Jalan49_clustered_torso,8,69,78,9.0,frames,0.20155559557307443,
Afi_Jalan49_clustered_torso,9,78,85,7.0,frames,0.24287351087602746,
Afi_Jalan49_clustered_torso,10,85,93,8.0,frames,0.4399516996027175,
Afi_Jalan49_clustered_torso,11,93,100,7.0,frames,0.21363746716692741,
Afi_Jalan49_clustered_torso,12,100,111,11.0,frames,0.4226799820608167,
Afi_Jalan49_clustered_torso,13,111,118,7.0,frames,0.16652882176557288,
Afi_Jalan49_clustered_torso,14,118,125,7.0,frames,0.14417581364549772,
Afi_Jalan49_clustered_torso,15,125,130,5.0,frames,0.3134823374476952,
Afi_Jalan49_clustered_torso,16,130,136,6.0,frames,0.20387606629723573,
Afi_Jalan49_clustered_torso,17,136,145,9.0,frames,0.31355947587181443,
Afi_Jalan49_clustered_torso,18,145,153,8.0,frames,0.14043725955640685,
Afi_Jalan49_clustered_torso,19,153,161,8.0,frames,0.16737889649353976,
