trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Afi_Jalan65_clustered_torso,1,10,16,6.0,frames,0.1950206643409739,
Afi_Jalan65_clustered_torso,2,16,23,7.0,frames,0.3697035982184498,
Afi_Jalan65_clustered_torso,3,23,29,6.0,frames,0.2812280841430372,
Afi_Jalan65_clustered_torso,4,29,35,6.0,frames,0.3584205366333965,
Afi_Jalan65_clustered_torso,5,35,41,6.0,frames,0.2660340817904212,
Afi_Jalan65_clustered_torso,6,41,49,8.0,frames,0.25109873045125175,
Afi_Jalan65_clustered_torso,7,49,55,6.0,frames,0.2468335451684834,
Afi_Jalan65_clustered_torso,8,55,65,10.0,frames,0.3373663368112277,
Afi_Jalan65_clustered_torso,9,65,73,8.0,frames,0.38865443014917955,
Afi_Jalan65_clustered_torso,10,73,79,6.0,frames,0.3201109272263528,
Afi_Jalan65_clustered_torso,11,79,95,16.0,frames,0.4423787504441905,
Afi_Jalan65_clustered_torso,12,95,104,9.0,frames,0.26331988913045207,
