trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Afi_Jalan51_clustered_torso,1,4,9,5.0,frames,0.11709805187939759,
Afi_Jalan51_clustered_torso,2,9,19,10.0,frames,0.1538038568862556,
Afi_Jalan51_clustered_torso,3,19,31,12.0,frames,0.2819856182880418,
Afi_Jalan51_clustered_torso,4,31,40,9.0,frames,0.47410647318429217,
Afi_Jalan51_clustered_torso,5,40,49,9.0,frames,0.2660004087567459,
Afi_Jalan51_clustered_torso,6,49,57,8.0,frames,0.2657648541851371,
Afi_Jalan51_clustered_torso,7,57,63,6.0,frames,0.15003562856348712,
Afi_Jalan51_clustered_torso,8,63,69,6.0,frames,0.21210208196332178,
Afi_Jalan51_clustered_torso,9,69,76,7.0,frames,0.1587848159756961,
Afi_Jalan51_clustered_torso,10,76,86,10.0,frames,0.31194831982598337,
Afi_Jalan51_clustered_torso,11,86,94,8.0,frames,0.14840789900875026,
Afi_Jalan51_clustered_torso,12,94,106,12.0,frames,0.2656985037142997,
Afi_Jalan51_clustered_torso,13,106,116,10.0,frames,0.46768869715128286,
Afi_Jalan51_clustered_torso,14,116,125,9.0,frames,0.26028673274191994,
Afi_Jalan51_clustered_torso,15,125,136,11.0,frames,0.4827219873024419,
Afi_Jalan51_clustered_torso,16,136,147,11.0,frames,0.3874072769757181,
Afi_Jalan51_clustered_torso,17,147,154,7.0,frames,0.2136969668037844,
Afi_Jalan51_clustered_torso,18,154,167,13.0,frames,0.4510415052476363,
Afi_Jalan51_clustered_torso,19,167,173,6.0,frames,0.2609315746782019,
Afi_Jalan51_clustered_torso,20,173,182,9.0,frames,0.3033159921150938,
Afi_Jalan51_clustered_torso,21,182,188,6.0,frames,0.06423076189457617,
