trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Afi_Jalan66_clustered_torso,1,7,12,5.0,frames,0.18947355252968556,
Afi_Jalan66_clustered_torso,2,12,23,11.0,frames,0.32705989930001444,
Afi_Jalan66_clustered_torso,3,23,35,12.0,frames,0.4555625030789431,
Afi_Jalan66_clustered_torso,4,35,41,6.0,frames,0.33190895407418874,
Afi_Jalan66_clustered_torso,5,41,49,8.0,frames,0.2987632658636074,
Afi_Jalan66_clustered_torso,6,49,55,6.0,frames,0.22775559627514855,
Afi_Jalan66_clustered_torso,7,55,63,8.0,frames,0.23879264690006122,
Afi_Jalan66_clustered_torso,8,63,69,6.0,frames,0.24256714741175267,
Afi_Jalan66_clustered_torso,9,69,78,9.0,frames,0.4056422887893449,
Afi_Jalan66_clustered_torso,10,78,86,8.0,frames,0.32017475162649667,
Afi_Jalan66_clustered_torso,11,86,99,13.0,frames,0.40909499738354027,
Afi_Jalan66_clustered_torso,12,99,106,7.0,frames,0.1815846682764961,
Afi_Jalan66_clustered_torso,13,106,116,10.0,frames,0.463224461751944,
Afi_Jalan66_clustered_torso,14,116,128,12.0,frames,0.37993057527685087,
Afi_Jalan66_clustered_torso,15,128,135,7.0,frames,0.34157224600991315,
Afi_Jalan66_clustered_torso,16,135,144,9.0,frames,0.18748440587977921,
Afi_Jalan66_clustered_torso,17,144,154,10.0,frames,0.1680442653387192,
