subject,trial,trial_id,step_count,duration_walk_sec,mean_step_time,step_time_std,cadence_spm,distance_2d_m,walking_speed_ms,step_length_m
Afi,Afi_Jalan10,Jalan10,6,1.7088139999978011,0.3417627999995602,0.0604614146122799,210.67243128887242,1.5870763939886001,0.9287590071187632,0.31741527879772
Afi,Afi_Jalan11,Jalan11,6,2.574859000000288,0.5149718000000576,0.3452927539917811,139.81348104884958,2.669618106774798,1.036801668275622,0.5339236213549596
Afi,Afi_Jalan12,Jalan12,7,2.9276190000018687,0.48793650000031147,0.49122636521356877,143.46129055718382,2.8605398866341685,0.9770874853019954,0.47675664777236143
Afi,Afi_Jalan13,Jalan13,4,1.8787809999994352,0.626260333333145,0.5594674778119945,127.74240318593394,2.696252825748608,1.4351075648249683,0.8987509419162026
Afi,Afi_Jalan14,Jalan14,2,3.849878000000899,3.849878000000899,0.0,31.169818887760073,2.1408205299160787,0.556074901572356,2.1408205299160787
Afi,Afi_Jalan15,Jalan15,7,4.349803000004613,0.7249671666674354,0.5404112595266765,96.55609690819438,3.2438217967114116,0.7457399327528101,0.5406369661185686
Afi,Afi_Jalan16,Jalan16,7,4.186100999999326,0.6976834999998877,0.5698849551266247,100.33202734479356,3.0170525866093847,0.7207309586199355,0.5028420977682307
Afi,Afi_Jalan17,Jalan17,4,3.2443220000059227,1.081440666668641,1.3538299057634973,73.9753945507141,3.363348408792411,1.036687606466396,1.1211161362641369
Afi,Afi_Jalan18,Jalan18,7,4.570493999999599,0.7617489999999331,0.5428484493824037,91.89378653599302,3.0235916106634333,0.661545909624583,0.5039319351105722
Afi,Afi_Jalan19,Jalan19,5,3.581123000003572,0.895280750000893,0.719166942670051,83.77260429192205,2.8418027174002263,0.7935507150682598,0.7104506793500566
Afi,Afi_Jalan1,Jalan1,3,0.7148159999997006,0.3574079999998503,0.040570958670107786,251.81305398882427,1.1804834350772042,1.651450772055604,0.5902417175386021
Afi,Afi_Jalan20,Jalan20,4,1.0318180000031134,0.34393933333437116,0.0285317418063099,232.59915992866553,1.2784684751139481,1.2390445554449432,0.42615615837131604
Afi,Afi_Jalan21,Jalan21,6,4.846661999996286,0.9693323999992571,0.658497235192188,74.27792571470341,0.8713505046244701,0.17978363348323811,0.174270100924894
