frame,torso_cluster_id,torso_x,torso_y,torso_z,num_points_torso,is_held_from_prev
1,1,1.5270655882512159,1.9667612887166954,-0.4306750364783367,5,0
2,1,1.5270655882512159,1.9667612887166954,-0.4306750364783367,12,1
3,1,1.5270655882512159,1.9667612887166954,-0.4306750364783367,41,1
4,0,1.1487144917744867,1.6484343574264089,1.3337048108473994,57,0
5,0,1.1906332657964682,1.6125211255546053,1.2217373594976617,60,0
6,0,1.1906332657964682,1.6125211255546053,1.2217373594976617,70,1
7,0,1.3473820345768404,1.631531671226119,1.32812680038575,57,0
8,0,1.3473820345768404,1.631531671226119,1.32812680038575,0,1
9,0,1.0336928792190812,1.584183269219519,1.490057099496242,11,0
10,0,1.0336928792190812,1.584183269219519,1.490057099496242,5,1
11,0,1.0969967749679304,1.466465829014609,1.198503484138761,34,0
12,0,1.0969967749679304,1.466465829014609,1.198503484138761,24,1
13,1,1.2182283109803436,1.441297627973474,0.9722034314509352,5,0
14,0,1.0899543817101403,1.430171365932134,1.2450559770926908,41,0
15,0,1.1736027115456602,1.3618482461569839,0.9449780857405919,5,0
16,0,1.157333056623689,1.3140108285300827,0.9258040908893469,6,0
17,0,1.1804418979915146,1.4445931067537503,1.123889753500437,35,0
18,0,1.1804418979915146,1.4445931067537503,1.123889753500437,0,1
19,0,1.136854939501887,1.4144894657617246,1.190490426057279,8,0
20,0,1.1223570436869075,1.3590033291676817,1.3072695360359106,5,0
21,0,1.1189486473779424,1.390385400059923,0.928211717848513,7,0
22,0,1.1189486473779424,1.390385400059923,0.928211717848513,0,1
23,0,1.1189486473779424,1.390385400059923,0.928211717848513,0,1
24,0,1.1350774207973633,1.4204399601509488,1.2719814579481834,7,0
25,0,1.1350774207973633,1.4204399601509488,1.2719814579481834,0,1
26,0,1.0146790274294653,1.4155588903356553,1.4376265460172961,5,0
27,0,1.0079816240447828,1.3955610041986641,1.476123620150325,6,0
28,0,1.0079816240447828,1.3955610041986641,1.476123620150325,0,1
29,0,1.0079816240447828,1.3955610041986641,1.476123620150325,0,1
30,0,1.0756405380148617,1.3282122561354162,1.0976403174889924,5,0
31,0,1.0756405380148617,1.3282122561354162,1.0976403174889924,0,1
32,0,0.927400992010537,1.4107775429276195,1.469367619836882,11,0
33,0,0.927400992010537,1.4107775429276195,1.469367619836882,0,1
34,0,0.925661306506169,1.384919008715462,1.3850727242781269,28,0
35,0,0.925661306506169,1.384919008715462,1.3850727242781269,0,1
36,0,0.925661306506169,1.384919008715462,1.3850727242781269,0,1
37,0,0.9524074814187289,1.295113921124181,1.0645423480195426,19,0
38,0,0.7859090031183544,1.3433444164998949,1.4021365535039785,23,0
39,0,0.8322038298483319,1.2438267307459503,1.024717119821862,32,0
40,0,0.7188531511997864,1.3114264302236849,1.3369293205357178,38,0
41,0,0.7188531511997864,1.3114264302236849,1.3369293205357178,36,1
42,0,0.5849329228166416,1.282003381106007,1.390998351049027,36,0
43,0,0.5849329228166416,1.282003381106007,1.390998351049027,38,1
44,0,0.5849329228166416,1.282003381106007,1.390998351049027,43,1
45,0,0.4396264995318496,1.405526952996968,-0.31760307187457454,51,0
46,0,0.4396264995318496,1.405526952996968,-0.31760307187457454,27,1
47,0,0.4396264995318496,1.405526952996968,-0.31760307187457454,32,1
48,0,-1.9264213458046093,1.1647225697151502,1.30856041454197,7,0
49,0,-1.9264213458046093,1.1647225697151502,1.30856041454197,10,1
50,0,-1.9264213458046093,1.1647225697151502,1.30856041454197,23,1
51,1,0.08616606838905927,1.2418054511973178,1.256714217347668,7,0
52,1,0.03266548376320528,1.2827650399996318,1.3337101002615788,44,0
53,0,-0.013880292556569586,1.224616807612619,0.8646526358053052,23,0
54,0,-0.013880292556569586,1.224616807612619,0.8646526358053052,40,1
55,0,-0.013880292556569586,1.224616807612619,0.8646526358053052,46,1
56,0,-0.23585223974889957,1.2358312329001973,1.3985969862373562,38,0
57,0,-0.30442576490015355,1.2796703154861988,1.3142966653047854,6,0
58,0,-0.30442576490015355,1.2796703154861988,1.3142966653047854,54,1
59,0,-0.3928749707244748,1.1500279387868424,1.2174295927937673,74,0
60,0,-0.3928749707244748,1.1500279387868424,1.2174295927937673,75,1
61,0,-0.5510304870679141,1.089736426059565,1.1730294299338744,52,0
62,0,-0.6635152424027055,1.2296927133221554,1.4341014736151771,30,0
63,0,-0.70527422897161,1.1127856898705701,1.2391681568142974,65,0
64,1,-0.7759785945607435,1.2141513168150486,1.497449511438353,62,0
65,1,-0.7759785945607435,1.2141513168150486,1.497449511438353,9,1
66,1,-0.7759785945607435,1.2141513168150486,1.497449511438353,13,1
67,0,-1.3622548350460795,0.9663589323526988,0.0885020334539748,25,0
68,0,-1.3622548350460795,0.9663589323526988,0.0885020334539748,9,1
69,0,-1.3622548350460795,0.9663589323526988,0.0885020334539748,15,1
70,0,-1.3250584328859336,1.1539397919506273,-0.026315413456014312,81,0
71,0,-1.4210713081627737,1.0966426086451364,-0.18145698769173618,61,0
72,0,-1.4210713081627737,1.0966426086451364,-0.18145698769173618,76,1
73,0,-1.4210713081627737,1.0966426086451364,-0.18145698769173618,77,1
74,0,-1.5186674680324819,1.0444372620920588,1.4804474094226592,60,0
75,0,-1.5456100281318281,1.054575983080424,1.512661316105118,60,0
76,0,-1.5456100281318281,1.054575983080424,1.512661316105118,52,1
77,0,-1.6001792232235152,0.8901852999941193,1.1913331021278075,75,0
78,0,-1.6563718546592838,0.8309926397629122,1.2044838475795177,47,0
79,0,-1.6563718546592838,0.8309926397629122,1.2044838475795177,54,1
