frame,torso_cluster_id,torso_x,torso_y,torso_z,num_points_torso,is_held_from_prev,dx,dy,dz,dist_3d,is_gap,valid_torso,is_physics_ok,valid_torso_final
1,-1,,,,0,0,0.0,0.0,0.0,0.0,1,0,1,0
2,0,-0.167991821950705,0.4870176405173555,2.1105115010901896,4,0,0.0,0.0,0.0,0.0,0,1,1,1
3,0,-0.167991821950705,0.4870176405173555,2.1105115010901896,0,1,0.0,0.0,0.0,0.0,0,1,1,1
4,0,-0.167991821950705,0.4870176405173555,2.1105115010901896,0,1,0.0,0.0,0.0,0.0,0,1,1,1
5,0,-0.10261833723002955,1.9005499515635336,-1.368227129205501,4,0,0.06537348472067545,1.4135323110461782,-3.4787386302956906,3.7555252288844514,0,1,0,0
6,0,-0.10261833723002955,1.9005499515635336,-1.368227129205501,4,1,0.0,0.0,0.0,0.0,0,1,1,1
7,0,-0.10261833723002955,1.9005499515635336,-1.368227129205501,1,1,0.0,0.0,0.0,0.0,0,1,1,1
8,0,-0.2833661305600505,2.3398822645062096,1.418675533415838,3,0,-0.18074779333002094,0.43933231294267605,2.786902662621339,2.8271025975219124,0,1,0,0
9,0,-0.2833661305600505,2.3398822645062096,1.418675533415838,3,1,0.0,0.0,0.0,0.0,0,1,1,1
10,0,-0.2833661305600505,2.3398822645062096,1.418675533415838,3,1,0.0,0.0,0.0,0.0,0,1,1,1
11,0,-0.5353129895017618,3.5888443954679037,2.054716274767569,4,0,-0.25194685894171126,1.248962130961694,0.636040741351731,1.4240545807539227,0,1,0,0
12,0,-0.5353129895017618,3.5888443954679037,2.054716274767569,3,1,0.0,0.0,0.0,0.0,0,1,1,1
13,0,-0.5353129895017618,3.5888443954679037,2.054716274767569,0,1,0.0,0.0,0.0,0.0,0,1,1,1
14,0,-0.11427434649128443,0.6203118471263515,2.237557317203414,3,0,0.42103864301047733,-2.9685325483415523,0.18284104243584487,3.0038125567801863,0,1,0,0
