trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Kinan_Jalan52_clustered_torso,1,5,14,9.0,frames,0.09578938355873529,
Kinan_Jalan52_clustered_torso,2,14,25,11.0,frames,0.30576472678282157,
Kinan_Jalan52_clustered_torso,3,25,31,6.0,frames,0.20265356594424222,
Kinan_Jalan52_clustered_torso,4,31,39,8.0,frames,0.3446939231887091,
Kinan_Jalan52_clustered_torso,5,39,44,5.0,frames,0.2858418290721179,
Kinan_Jalan52_clustered_torso,6,44,55,11.0,frames,0.5778686185132951,
Kinan_Jalan52_clustered_torso,7,55,64,9.0,frames,0.39240635482261266,
Kinan_Jalan52_clustered_torso,8,64,72,8.0,frames,0.34507445013011584,
Kinan_Jalan52_clustered_torso,9,72,79,7.0,frames,0.2615607430218526,
Kinan_Jalan52_clustered_torso,10,79,86,7.0,frames,0.3532454836726664,
Kinan_Jalan52_clustered_torso,11,86,97,11.0,frames,0.6576728594003306,
Kinan_Jalan52_clustered_torso,12,97,104,7.0,frames,0.22670137646122326,
Kinan_Jalan52_clustered_torso,13,104,109,5.0,frames,0.40919390950292867,
Kinan_Jalan52_clustered_torso,14,109,117,8.0,frames,0.3237046901172338,
Kinan_Jalan52_clustered_torso,15,117,124,7.0,frames,0.20643811952733088,
Kinan_Jalan52_clustered_torso,16,124,133,9.0,frames,0.15767194774983548,
