trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Kinan_Jalan45_clustered_torso,1,5,23,18.0,frames,0.4064781322479778,
Kinan_Jalan45_clustered_torso,2,23,35,12.0,frames,0.5801750008871395,
Kinan_Jalan45_clustered_torso,3,35,40,5.0,frames,0.2636226413130964,
Kinan_Jalan45_clustered_torso,4,40,46,6.0,frames,0.3251612375488191,
Kinan_Jalan45_clustered_torso,5,46,52,6.0,frames,0.26662231045295415,
Kinan_Jalan45_clustered_torso,6,52,58,6.0,frames,0.42545084329157634,
Kinan_Jalan45_clustered_torso,7,58,63,5.0,frames,0.25670801758257433,
Kinan_Jalan45_clustered_torso,8,63,70,7.0,frames,0.2657429954767025,
Kinan_Jalan45_clustered_torso,9,70,82,12.0,frames,0.4670986921630036,
Kinan_Jalan45_clustered_torso,10,82,92,10.0,frames,0.5385552236405752,
Kinan_Jalan45_clustered_torso,11,92,100,8.0,frames,0.38237999187373783,
Kinan_Jalan45_clustered_torso,12,100,108,8.0,frames,0.3721570218099203,
