trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Kinan_Jalan66_clustered_torso,1,4,19,15.0,frames,0.3186897208611538,
Kinan_Jalan66_clustered_torso,2,19,26,7.0,frames,0.28206492306289754,
Kinan_Jalan66_clustered_torso,3,26,34,8.0,frames,0.26277578656664646,
Kinan_Jalan66_clustered_torso,4,34,46,12.0,frames,0.19892231856787773,
Kinan_Jalan66_clustered_torso,5,46,51,5.0,frames,0.22086667716584965,
Kinan_Jalan66_clustered_torso,6,51,67,16.0,frames,0.5635777081192416,
Kinan_Jalan66_clustered_torso,7,67,72,5.0,frames,0.254086677081584,
Kinan_Jalan66_clustered_torso,8,72,82,10.0,frames,0.35895818341072033,
Kinan_Jalan66_clustered_torso,9,82,88,6.0,frames,0.37733683888629665,
Kinan_Jalan66_clustered_torso,10,88,104,16.0,frames,0.439889734109987,
Kinan_Jalan66_clustered_torso,11,104,110,6.0,frames,0.22030340975375137,
Kinan_Jalan66_clustered_torso,12,110,117,7.0,frames,0.18907858607514655,
Kinan_Jalan66_clustered_torso,13,117,123,6.0,frames,0.07182878647734123,
