trial,step_id,frame_start,frame_end,T_step,T_step_unit,L_step_m,v_walk_step
Kinan_Jalan65_clustered_torso,1,8,13,5.0,frames,0.17808556520420452,
Kinan_Jalan65_clustered_torso,2,13,20,7.0,frames,0.24412109703713558,
Kinan_Jalan65_clustered_torso,3,20,26,6.0,frames,0.1543827146352843,
Kinan_Jalan65_clustered_torso,4,26,31,5.0,frames,0.2258620433187471,
Kinan_Jalan65_clustered_torso,5,31,36,5.0,frames,0.17042345241843582,
Kinan_Jalan65_clustered_torso,6,36,49,13.0,frames,0.4587109467554782,
Kinan_Jalan65_clustered_torso,7,49,61,12.0,frames,0.4768032448535209,
Kinan_Jalan65_clustered_torso,8,61,67,6.0,frames,0.35065860363766466,
Kinan_Jalan65_clustered_torso,9,67,73,6.0,frames,0.29874264295441744,
Kinan_Jalan65_clustered_torso,10,73,87,14.0,frames,0.23526364949262088,
Kinan_Jalan65_clustered_torso,11,87,96,9.0,frames,0.40834396108238735,
