frame,torso_cluster_id,torso_x,torso_y,torso_z,num_points_torso,is_held_from_prev,delta_d,v_step_frame,v_step_smooth,step_flag,step_index
1,0,1.3438051448559594,1.5854347063110126,1.0770110698021311,5,0,0.0,0.0,0.005036602212035088,0,-1
2,0,1.3438051448559594,1.5854347063110126,1.0770110698021311,5,1,0.0,0.0,0.06056440362630332,0,-1
4,0,1.308459978329251,1.678422928350566,0.8898831728847943,5,0,0.2119267327157748,0.2119267327157748,0.09085355972178177,0,-1
5,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,5,0,0.10606072631046153,0.10606072631046153,0.09590407049847052,1,1
6,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,16,1,0.0,0.0,0.060578312190956884,0,-1
11,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,5,1,0.0,0.0,-0.005031966023817386,0,-1
21,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,6,1,0.0,0.0,-0.010101021553377297,0,-1
22,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,7,1,0.0,0.0,0.0,0,-1
23,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,22,1,0.0,0.0,0.0,0,-1
25,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,14,1,0.0,0.0,0.0,0,-1
26,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,35,1,0.0,0.0,0.0,0,-1
27,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,15,1,0.0,0.0,0.0,0,-1
28,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,33,1,0.0,0.0,0.0,0,-1
29,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,40,1,0.0,0.0,0.0,0,-1
30,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,17,1,0.0,0.0,0.0,0,-1
31,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,22,1,0.0,0.0,0.0,0,-1
32,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,36,1,0.0,0.0,0.0,0,-1
33,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,27,1,0.0,0.0,0.0,0,-1
34,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,51,1,0.0,0.0,0.0,0,-1
35,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,26,1,0.0,0.0,0.0,0,-1
36,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,6,1,0.0,0.0,0.0,0,-1
37,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,5,1,0.0,0.0,0.0,0,-1
38,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,34,1,0.0,0.0,0.0,0,-1
39,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,5,1,0.0,0.0,0.0,0,-1
41,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,15,1,0.0,0.0,0.0,0,-1
42,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,20,1,0.0,0.0,0.0,0,-1
43,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,7,1,0.0,0.0,0.0,0,-1
44,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,11,1,0.0,0.0,0.0,0,-1
45,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,33,1,0.0,0.0,0.0,0,-1
46,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,5,1,0.0,0.0,0.0,0,-1
47,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,9,1,0.0,0.0,0.0,0,-1
48,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,41,1,0.0,0.0,0.0,0,-1
49,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,22,1,0.0,0.0,0.0,0,-1
50,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,54,1,0.0,0.0,0.0,0,-1
51,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,22,1,0.0,0.0,0.0,0,-1
52,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,83,1,0.0,0.0,0.0,0,-1
53,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,41,1,0.0,0.0,0.0,0,-1
54,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,14,1,0.0,0.0,0.0,0,-1
55,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,86,1,0.0,0.0,0.0,0,-1
56,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,51,1,0.0,0.0,0.0,0,-1
57,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,42,1,0.0,0.0,0.0,0,-1
58,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,79,1,0.0,0.0,0.0,0,-1
59,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,70,1,0.0,0.0,0.0,0,-1
60,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,72,1,0.0,0.0,0.0,0,-1
61,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,99,1,0.0,0.0,0.0,0,-1
62,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,66,1,0.0,0.0,0.0,0,-1
63,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,51,1,0.0,0.0,0.0,0,-1
64,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,47,1,0.0,0.0,0.0,0,-1
65,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,5,1,0.0,0.0,0.0,0,-1
66,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,22,1,0.0,0.0,0.0,0,-1
67,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,9,1,0.0,0.0,0.0,0,-1
68,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,87,1,0.0,0.0,0.0,0,-1
69,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,69,1,0.0,0.0,0.0,0,-1
70,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,26,1,0.0,0.0,0.0,0,-1
71,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,27,1,0.0,0.0,0.0,0,-1
72,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,16,1,0.0,0.0,0.0,0,-1
73,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,52,1,0.0,0.0,0.0,0,-1
74,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,65,1,0.0,0.0,0.0,0,-1
75,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,55,1,0.0,0.0,0.0,0,-1
76,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,63,1,0.0,0.0,0.0,0,-1
77,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,37,1,0.0,0.0,0.0,0,-1
78,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,40,1,0.0,0.0,0.0,0,-1
79,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,12,1,0.0,0.0,0.0,0,-1
80,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,6,1,0.0,0.0,0.0,0,-1
81,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,25,1,0.0,0.0,0.0,0,-1
82,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,21,1,0.0,0.0,0.0,0,-1
83,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,6,1,0.0,0.0,0.0,0,-1
84,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,5,1,0.0,0.0,0.0,0,-1
86,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,17,1,0.0,0.0,0.0,0,-1
87,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,20,1,0.0,0.0,0.0,0,-1
88,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,40,1,0.0,0.0,0.0,0,-1
89,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,31,1,0.0,0.0,0.0,0,-1
90,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,19,1,0.0,0.0,0.0,0,-1
91,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,26,1,0.0,0.0,0.0,0,-1
92,0,1.3601583849202157,1.6645889599614043,0.7983147627202316,16,1,0.0,0.0,0.0,0,-1
