frame,torso_cluster_id,torso_x,torso_y,torso_z,num_points_torso,is_held_from_prev,delta_d,v_step_frame,v_step_smooth,step_flag,step_index
1,0,0.7632166006735768,1.0402963249019508,1.338257784653743,5,0,0.0,0.0,0.027530749394064427,0,-1
8,0,0.7044605058193086,1.0897671709859975,1.5019295148465222,5,0,0.18079844733595785,0.18079844733595785,0.07603029829579253,0,-1
9,0,0.7044605058193086,1.0897671709859975,1.5019295148465222,5,1,0.0,0.0,0.11408899217669467,0,-1
11,0,0.7497362953088198,1.0338413005626157,1.336942308136371,13,0,0.1799954957062248,0.1799954957062248,0.1417068310367709,0,-1
12,0,0.8071898498569763,1.053074080410931,1.2652935521996078,5,0,0.09383152443714003,0.09383152443714003,0.16115822097083307,0,-1
13,0,0.6465801705240761,1.1165756853234172,1.4838496684788711,5,0,0.2785582504341836,0.2785582504341836,0.17754457909975035,1,1
14,0,0.6394445705463878,1.117759979395992,1.5962092171832143,14,0,0.1125921290523258,0.1125921290523258,0.11338085656525497,0,-1
15,0,0.6394445705463878,1.117759979395992,1.5962092171832143,49,1,0.0,0.0,0.05264211530122704,0,-1
16,0,0.6394445705463878,1.117759979395992,1.5962092171832143,13,1,0.0,0.0,-0.020156209455975772,0,-1
17,0,0.6394445705463878,1.117759979395992,1.5962092171832143,33,1,0.0,0.0,0.04400186210700549,0,-1
18,0,0.6053801452723749,1.0469905345994586,1.5205717380042187,22,0,0.1090400277082292,0.1090400277082292,0.1168698802712127,0,-1
19,0,0.6419450245643733,1.1188821052879814,1.2675877656296914,14,0,0.26553018399439426,0.26553018399439426,0.16991244416245707,0,-1
20,0,0.6750584758968889,0.9856087830260531,1.3299052607211022,21,0,0.15080367794039592,0.15080367794039592,0.21962003171886135,1,2
21,0,0.5590617838904557,1.0057103112150256,1.4624829557475063,33,0,0.1773024230248465,0.1773024230248465,0.1656672685834844,0,-1
22,0,0.5665143628043611,1.0277034239386722,1.273141894906132,90,0,0.1907597317577272,0.1907597317577272,0.11485396559093816,0,-1
23,0,0.5665143628043611,1.0277034239386722,1.273141894906132,58,1,0.0,0.0,0.1402051776709102,0,-1
24,0,0.4592405218154554,0.9817706764518528,1.429367963506227,53,0,0.19499763783810964,0.19499763783810964,0.15210369397013201,0,-1
25,0,0.4376398386881333,1.051340279695414,1.1935934001534567,18,0,0.24677148119509887,0.24677148119509887,0.18648726647635872,0,-1
26,0,0.3424499545948126,1.01212042348842,1.329407032601892,80,0,0.17042492163247666,0.17042492163247666,0.20669682374486503,1,3
27,0,0.263694472285029,0.978940756491379,1.499317774395292,34,0,0.19019194639275488,0.19019194639275488,0.16317131442509253,0,-1
28,0,0.2499472253374039,0.9693771957078346,1.404404086321025,28,0,0.09637975242424507,0.09637975242424507,0.14405073254424516,0,-1
29,1,0.3068444368032894,0.8694573742953315,1.2736412114883442,20,0,0.1741269445496806,0.1741269445496806,0.18060423930449215,0,-1
30,0,0.1888955116355601,0.9582658520598808,1.3918525599555271,34,0,0.18913703386039657,0.18913703386039657,0.16854398422185246,0,-1
31,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,9,0,0.21032456664180224,0.21032456664180224,0.13984359516454997,0,-1
32,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,45,1,0.0,0.0,0.07052879106345919,0,-1
33,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,45,1,0.0,0.0,0.01203331581926732,0,-1
34,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,38,1,0.0,0.0,-0.020030911108743086,0,-1
35,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,50,1,0.0,0.0,0.0,0,-1
36,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,42,1,0.0,0.0,0.0,0,-1
37,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,78,1,0.0,0.0,0.0,0,-1
38,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,55,1,0.0,0.0,0.0,0,-1
39,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,40,1,0.0,0.0,0.0,0,-1
40,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,27,1,0.0,0.0,0.0,0,-1
41,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,53,1,0.0,0.0,0.0,0,-1
42,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,42,1,0.0,0.0,0.0,0,-1
43,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,62,1,0.0,0.0,0.0,0,-1
44,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,7,1,0.0,0.0,0.0,0,-1
45,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,79,1,0.0,0.0,0.0,0,-1
46,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,7,1,0.0,0.0,0.0,0,-1
47,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,67,1,0.0,0.0,0.0,0,-1
48,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,55,1,0.0,0.0,0.0,0,-1
49,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,38,1,0.0,0.0,0.0,0,-1
50,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,42,1,0.0,0.0,0.0,0,-1
51,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,22,1,0.0,0.0,0.0,0,-1
52,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,73,1,0.0,0.0,0.0,0,-1
53,0,0.2064950656430842,0.8148261999786365,1.2390397815546037,16,1,0.0,0.0,0.0,0,-1
