trial,step_count,duration_sec,n_valid_intervals,mean_step_time,std_step_time,min_step_time_used,max_step_time_used,cadence_spm
Miftah_Jalan14,4,4.551778999986709,2,1.0968975000068895,0.24069844120441033,0.9266980000102194,1.2670970000035595,52.7266372116706
Miftah_Jalan15,8,7.215528000000631,5,0.8478995999990729,0.3981923453372646,0.3252769999962766,1.2135859999980312,66.52319830232216
Miftah_Jalan16,8,7.8054750000010245,5,0.5571647999982815,0.3481056624575339,0.3166159999964293,1.1458350000029895,61.49529657066828
Miftah_Jalan17,6,5.251659000001382,2,0.915585499998997,0.7342547318332959,0.39638900000136346,1.4347819999966305,68.54976684508748
Miftah_Jalan18,9,6.8734629999962635,3,1.0147170000030503,0.1742912653983318,0.886731000005966,1.2132169999968028,78.56301837956988
Miftah_Jalan19,5,6.4962499999965075,1,0.34053299999504816,0.0,0.34053299999504816,0.34053299999504816,46.180488743530695
Miftah_Jalan1,8,4.780163999996148,4,0.6493272500010789,0.42022533760307224,0.33126000000629574,1.2177579999988666,100.41496484229135
Miftah_Jalan20,6,4.343817999993917,3,0.6776893333347592,0.600385982223816,0.3304530000023078,1.3709550000057789,82.87640043862432
Miftah_Jalan21,6,6.481319999991683,4,0.5930609999995795,0.27192294131154204,0.3302269999985583,0.87664400000358,55.544240988018174
Miftah_Jalan22,6,5.955438999997568,3,0.7317393333360087,0.5569371327688809,0.33443000000261236,1.3683299999975134,60.44894423402658
Miftah_Jalan23,7,4.15730700000131,3,1.0216310000008282,0.40153503381652894,0.6349409999966156,1.4365240000042832,101.02693883320804
Miftah_Jalan24,6,6.373000999999931,3,0.9067073333329366,0.5304603756641993,0.36553499998990446,1.4257639999996172,56.48830119436728
Miftah_Jalan25,5,4.914258000004338,2,0.33410900000308175,0.0008343859961563997,0.33351900000707246,0.33469899999909103,61.046855903726495
Miftah_Jalan26,1,4.473574999996345,0,,,,,
Miftah_Jalan27,7,6.055926000000909,0,,,,,
Miftah_Jalan28,6,7.561209000006784,5,0.517145399999572,0.26847200900509793,0.3307349999959115,0.9905779999971855,47.61143356831917
Miftah_Jalan29,7,5.204576999996789,5,0.48694779999786986,0.2871964822785849,0.32151100000191946,0.9978680000058375,80.6982008336622
Miftah_Jalan2,3,4.786600999999791,2,0.4118109999981243,0.03831528804108451,0.38471800000115763,0.438903999995091,37.60497271446019
Miftah_Jalan30,7,7.241589999990538,4,0.6621982499964361,0.409506046741588,0.3851869999925839,1.2548389999865321,57.99831252536374
Miftah_Jalan31,5,5.062028000000282,4,0.4123327499983134,0.027664665914891234,0.3835899999976391,0.43937500000174623,59.26478478585722
Miftah_Jalan32,6,4.741765999991912,0,,,,,
Miftah_Jalan33,6,5.886194000006071,2,0.8012289999969653,0.3462560486208491,0.556388999990304,1.0460690000036266,61.16006370154104
Miftah_Jalan34,7,5.969435000006342,4,0.43817049999779556,0.15498809866852345,0.3236109999998007,0.654551999992691,70.35841750509952
Miftah_Jalan35,7,4.88788699998986,2,0.35972149999724934,0.028586205832674263,0.33950800000457093,0.37993499998992775,85.92670002413544
Miftah_Jalan36,8,6.607317000001785,2,0.3275435000032303,0.003749787259284221,0.3248920000041835,0.3301950000022771,72.64673391633401
Miftah_Jalan37,11,6.906858000002103,4,0.42869599999903585,0.12825833251860477,0.3314810000010766,0.6056059999973513,95.557198367159
Miftah_Jalan38,6,4.966877999991993,2,0.8292844999959925,0.722184419077243,0.3186229999992065,1.3399459999927785,72.48013742245739
Miftah_Jalan39,8,7.281199999997625,6,0.6240641666663578,0.4634594262215527,0.3248230000026524,1.43513100000564,65.9231994726359
Miftah_Jalan3,3,6.505904999998165,2,0.3301754999993136,0.00048153972151520323,0.32983499999681953,0.3305160000018077,27.66717312964926
Miftah_Jalan40,7,5.676856999998563,1,0.334975999998278,0.0,0.334975999998278,0.334975999998278,73.98460098609253
Miftah_Jalan41,4,3.557958999997936,1,0.3826520000002347,0.0,0.3826520000002347,0.3826520000002347,67.45440293160748
Miftah_Jalan42,7,5.847759999989648,0,,,,,
Miftah_Jalan43,11,12.470872999998392,5,0.9369478000036906,0.3849839589146728,0.34584199999517296,1.379503999996814,52.92331980287869
Miftah_Jalan44,11,10.545358999996097,6,0.6338389999994737,0.412350368961196,0.3243660000007367,1.3868389999988722,62.586773954328564
Miftah_Jalan45,19,16.063832999992883,11,0.4445164545441829,0.1703545094283111,0.3227269999915734,0.8856709999963641,70.96687322387534
Miftah_Jalan46,13,10.934951000002911,4,0.3576752499975555,0.049288740617366995,0.32986699999310076,0.4315290000085952,71.33090948462342
Miftah_Jalan47,12,9.809448999993037,5,0.5285042000032263,0.3873575787681689,0.32815100000880193,1.2159200000023702,73.39861800601757
Miftah_Jalan48,12,12.078674000003957,5,0.5187281999998958,0.30251497754731493,0.33011599999736063,1.040234000000055,59.60919220104493
Miftah_Jalan49,13,9.218471999993199,4,0.3622057499960647,0.049233577713550816,0.3315219999931287,0.43541499999992084,84.6127210670679
Miftah_Jalan4,9,6.607448000009754,3,0.7010006666678237,0.6444619593231079,0.3284050000074785,1.4451609999960056,81.72595531575925
Miftah_Jalan50,8,7.078787000005832,2,0.6847385000000941,0.5060487461270158,0.32690800000273157,1.0425689999974566,67.80822759599978
Miftah_Jalan51,17,10.284500000008848,4,0.5868022499962535,0.5207742213109174,0.31786799999827053,1.367856999990181,99.1783752247676
Miftah_Jalan52,6,7.988817999997991,1,0.3245779999997467,0.0,0.3245779999997467,0.3245779999997467,45.06298678979675
Miftah_Jalan53,10,6.967071000006399,3,0.7598406666608449,0.6305998658266541,0.34988299998803996,1.4859789999900386,86.11940369194586
Miftah_Jalan54,11,9.60768800000369,2,0.8813914999991539,0.7055263975255017,0.3825090000027558,1.380273999995552,68.6949867647395
Miftah_Jalan55,16,11.654508999999962,6,0.6414693333329827,0.4071966218871758,0.32892299999366514,1.429682000001776,82.37155250384235
Miftah_Jalan56,10,8.92785300000105,3,0.5133580000013657,0.3164019463672422,0.32977799999935087,0.8787060000031488,67.2054076159105
Miftah_Jalan57,18,13.203636000005645,6,0.3670035000007677,0.04509081518890391,0.3277430000016466,0.4359390000026906,81.79565083432611
Miftah_Jalan58,11,11.240988000005018,4,0.4926800000030198,0.2208577390596374,0.32582100000581704,0.8170430000027409,58.71370025479125
Miftah_Jalan59,8,8.451188000006368,3,0.6604703333287034,0.5656592721512785,0.33119799999985844,1.3136299999896437,56.79674857542375
Miftah_Jalan5,6,4.878897999995388,1,0.3909480000002077,0.0,0.3909480000002077,0.3909480000002077,73.78715439436125
Miftah_Jalan60,12,10.884609000000637,4,0.3975677500020538,0.079675017994934,0.32730000000447035,0.48904500000935514,66.1484486948459
Miftah_Jalan61,9,8.642212999999174,3,0.5522536666636976,0.2007462441063021,0.33184099999198224,0.7246109999978216,62.48399570804973
Miftah_Jalan62,6,6.911416000002646,2,0.6584359999978915,0.4753440483707147,0.3223169999982929,0.9945549999974901,52.087734264564915
Miftah_Jalan63,14,9.66748400000506,3,0.838833000001614,0.4758396847440282,0.3251880000025267,1.2646230000100331,86.88920509199293
Miftah_Jalan64,7,6.798108999995748,1,1.3714330000075279,0.0,1.3714330000075279,1.3714330000075279,61.78188669823663
Miftah_Jalan65,7,6.099284000010812,2,1.2222380000021076,0.0824019816392765,1.1639710000017658,1.2805050000024494,68.86054166345681
Miftah_Jalan66,6,8.030759000001126,2,0.9055129999978817,0.8169501627883552,0.32784199999878183,1.4831839999969816,44.827643314903305
Miftah_Jalan67,27,20.12534400000004,7,0.6302334285740342,0.3597875985734308,0.3290689999994356,1.1037930000020424,80.49551848654099
Miftah_Jalan68,16,16.133367999995244,10,0.6483084000006784,0.44541145996377685,0.3246260000014445,1.4838009999948554,59.5040043715784
Miftah_Jalan69,25,20.235312999997404,9,0.7494822222231758,0.49281139290374776,0.3186659999919357,1.386253000004217,74.1278378051376
Miftah_Jalan6,3,6.927370999997947,1,0.3300840000010794,0.0,0.3300840000010794,0.3300840000010794,25.983883352003716
Miftah_Jalan70,16,17.881909999996424,6,0.6152529999963008,0.22654768689491658,0.32863499999803025,0.946909999998752,53.685540303032056
Miftah_Jalan71,14,14.640847999995458,3,0.4039993333378031,0.08246345943314039,0.3334690000046976,0.49466599999868777,57.37372589349064
Miftah_Jalan72,26,20.260822000011103,7,0.49526042856866426,0.31578980038842447,0.3287399999971967,1.2097550000034971,76.99588891305324
