frame,torso_cluster_id,torso_x,torso_y,torso_z,num_points_torso,is_held_from_prev
1,0,0.7763281478238082,1.6435024355601406,1.0084057852748054,6,0
2,0,0.7763281478238082,1.6435024355601406,1.0084057852748054,0,1
3,0,0.7763281478238082,1.6435024355601406,1.0084057852748054,0,1
4,0,0.8309064051170841,1.6076948383241387,1.4039264163111067,24,0
5,0,0.8309064051170841,1.6076948383241387,1.4039264163111067,7,1
6,0,1.0291390027978737,1.5498102887415754,1.0387505542270437,5,0
7,0,1.0291390027978737,1.5498102887415754,1.0387505542270437,0,1
8,0,1.0291390027978737,1.5498102887415754,1.0387505542270437,0,1
9,0,0.85362828745125,1.6311504890679251,1.41603569390378,5,0
10,1,0.7988837458169223,1.564811658384414,1.378319152955383,7,0
11,0,0.7757897351450217,1.5541828606735617,0.9762788816227734,25,0
12,0,0.7757897351450217,1.5541828606735617,0.9762788816227734,6,1
13,0,0.7757897351450217,1.5541828606735617,0.9762788816227734,0,1
14,1,0.7936888015523832,1.5810358952707424,1.408652816619785,23,0
15,0,0.720166128638931,1.589455713189123,1.3817072252520555,19,0
16,0,0.7690999552368695,1.580275046725508,1.4520536984187657,66,0
17,0,0.7825557338331525,1.5722158871113663,1.4363741684174471,63,0
18,0,0.824618557257381,1.5952363767586155,1.4495538069245997,39,0
19,0,0.7480541039216534,1.5767884776497008,1.5589612613862809,6,0
20,0,0.7480541039216534,1.5767884776497008,1.5589612613862809,0,1
21,0,0.7919610129936013,1.5644647033704298,1.4175649219716746,55,0
22,0,0.7142744078642015,1.5498096672167976,1.3359712041015586,8,0
23,0,0.7142744078642015,1.5498096672167976,1.3359712041015586,65,1
24,0,0.7001973796937201,1.5417006337791688,1.3532843954471319,46,0
25,0,0.6930577520329629,1.5199627389351242,1.3980608095234048,72,0
26,0,0.6194976193847126,1.47201406687211,1.4612717641000623,29,0
27,0,0.6194976193847126,1.47201406687211,1.4612717641000623,28,1
28,0,0.6407756611161134,1.3976135796916038,1.1203089401285071,27,0
29,0,0.5683109588109703,1.405913295090735,1.131722462113307,93,0
30,0,0.6292212097933704,1.319254689284922,1.307785713883126,57,0
31,1,0.49852844958692233,1.2779939270298002,1.364136988215095,97,0
32,0,0.4235604080902215,1.2226738613881385,1.399102713983687,58,0
33,0,0.4235604080902215,1.2226738613881385,1.399102713983687,66,1
34,0,0.25487809334354283,1.1376370414818346,1.5441083092930097,64,0
35,0,0.3013953995817264,1.1248025883681367,1.3547077426215237,75,0
36,0,0.2073296660719053,1.077606084141445,1.4286578725187273,42,0
37,0,0.15123929848213508,1.054706411761219,1.5070903272639555,58,0
38,0,0.14152027320536198,0.9899677594799039,1.323609679524955,85,0
39,0,0.025727946413051893,0.9641646324339578,1.585793066903486,27,0
40,0,-0.029596922622348646,0.945259904931379,1.5396399489263264,65,0
41,0,-0.09156189308747117,0.8992814386861351,1.579395614527995,20,0
42,0,-0.08899912198730256,0.8793943928299851,1.3792995884583732,68,0
43,0,-0.12572022864478238,0.8446467211517447,1.3524594735336573,84,0
44,0,-0.30431659735089495,0.8084444501720229,1.5575634638174896,54,0
45,1,-0.29239016009912583,0.7402173105245623,1.4854887102419578,39,0
46,1,-0.30108736179675016,0.6975505720194047,1.4263777493439156,63,0
47,1,-0.35646729403298655,0.6270968537018443,1.3376033724018093,6,0
48,1,-0.35646729403298655,0.6270968537018443,1.3376033724018093,22,1
49,1,-0.35646729403298655,0.6270968537018443,1.3376033724018093,45,1
50,0,-0.7882448871648006,0.4600370318173747,1.6146366703079231,37,0
51,0,-0.8179377382075556,0.4935534588680433,1.592205522034939,35,0
52,0,-0.8332104106914302,0.49487587896408936,1.5774298499709867,77,0
53,0,-0.8357167253969168,0.4605475501555107,1.6052039328390657,67,0
54,0,-0.8833230076258635,0.4320747879160146,1.5776076440187676,77,0
55,0,-0.8833230076258635,0.4320747879160146,1.5776076440187676,11,1
56,0,-0.8784875749992864,0.35045875480652766,1.5121933574982995,55,0
57,0,-0.9541942371127945,0.35774700925427644,1.52623748504856,60,0
