frame,torso_cluster_id,torso_x,torso_y,torso_z,num_points_torso,is_held_from_prev
1,-1,,,,0,0
2,-1,,,,0,0
3,-1,,,,0,0
4,-1,,,,0,0
5,-1,,,,0,0
6,-1,,,,0,0
7,-1,,,,0,0
8,-1,,,,0,0
9,-1,,,,0,0
10,-1,,,,0,0
11,-1,,,,0,0
12,-1,,,,0,0
13,-1,,,,0,0
14,-1,,,,0,0
15,-1,,,,0,0
16,-1,,,,0,0
17,-1,,,,0,0
18,-1,,,,0,0
19,-1,,,,0,0
20,-1,,,,0,0
21,-1,,,,0,0
22,0,1.6395822392924275,0.3752256589043654,0.7161294606905217,6,0
23,-1,,,,0,0
24,-1,,,,0,0
25,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,10,0
26,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,5,1
27,-1,,,,0,0
28,-1,,,,0,0
29,-1,,,,0,0
30,-1,,,,0,0
31,-1,,,,0,0
32,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,5,1
33,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,6,1
34,-1,,,,0,0
35,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,26,1
36,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,30,1
37,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,12,1
38,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,14,1
39,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,10,1
40,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,48,1
41,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,34,1
42,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,64,1
43,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,68,1
44,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,63,1
45,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,12,1
46,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,71,1
47,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,92,1
48,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,65,1
49,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,82,1
50,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,74,1
51,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,8,1
52,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,8,1
53,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,65,1
54,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,15,1
55,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,22,1
56,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,36,1
57,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,55,1
58,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,52,1
59,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,69,1
60,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,31,1
61,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,5,1
62,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,22,1
63,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,75,1
64,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,72,1
65,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,65,1
66,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,11,1
67,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,34,1
68,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,9,1
69,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,29,1
70,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,6,1
71,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,65,1
72,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,34,1
73,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,51,1
74,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,22,1
75,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,33,1
76,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,31,1
77,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,65,1
78,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,44,1
79,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,34,1
80,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,25,1
81,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,24,1
82,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,6,1
83,-1,,,,0,0
84,-1,,,,0,0
85,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,10,1
86,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,26,1
87,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,8,1
88,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,12,1
89,-1,,,,0,0
90,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,10,1
91,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,23,1
92,-1,,,,0,0
93,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,6,1
94,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,18,1
95,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,25,1
96,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,29,1
97,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,5,1
98,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,43,1
99,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,9,1
100,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,28,1
101,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,15,1
102,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,20,1
103,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,10,1
104,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,13,1
105,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,35,1
106,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,29,1
107,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,28,1
108,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,40,1
109,-1,,,,0,0
110,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,6,1
111,0,1.5827781690964757,0.34146966572321347,0.7391901646005294,5,1
