subject,trial,trial_id,step_count_raw,step_count_valid,duration_walk_sec,mean_step_time,step_time_std,cadence_spm,distance_2d_m,walking_speed_ms,step_length_m,is_valid_trial,trial_num
Miftah,Miftah_Jalan1,Jalan1,8,6,1.4820049999980256,0.2964009999996051,0.03208669208750927,242.91416020895988,1.3675572768390385,0.9227750762250198,0.2735114553678077,0,1.0
Miftah,Miftah_Jalan2,Jalan2,3,3,0.8236219999962486,0.4118109999981243,0.03831528804108451,218.54685766142703,2.0125472433163147,2.4435326440108223,1.0062736216581574,0,2.0
Miftah,Miftah_Jalan3,Jalan3,3,3,0.6603509999986272,0.3301754999993136,0.00048153972151520323,272.58230850013734,5.882904181144216,8.908753346563337,2.941452090572108,0,3.0
Miftah,Miftah_Jalan4,Jalan4,9,6,1.3716810000041733,0.27433620000083464,0.0030502364952160943,262.4516924845534,1.2293282985261942,0.8962202571315444,0.24586565970523883,0,4.0
Miftah,Miftah_Jalan5,Jalan5,6,5,1.2202370000013616,0.3050592500003404,0.05737521657971563,245.8538792051587,1.368241360721057,1.1212914874073892,0.34206034018026427,0,5.0
Miftah,Miftah_Jalan6,Jalan6,3,3,0.6038050000061048,0.3019025000030524,0.039854659505227125,298.1094889876369,4.136858017102364,6.851314608293303,2.068429008551182,0,6.0
Miftah,Miftah_Jalan7,Jalan7,8,8,1.9770290000014938,0.2824327142859277,0.0213355208332449,242.78854786633747,1.7111305186952492,0.8655060288412342,0.24444721695646418,1,7.0
Miftah,Miftah_Jalan8,Jalan8,9,9,3.177150999996229,0.39714387499952863,0.26036617188513816,169.96359316905017,2.3403962855587914,0.7366336335797604,0.29254953569484893,1,8.0
Miftah,Miftah_Jalan9,Jalan9,4,3,0.7138050000066869,0.35690250000334345,0.03657509825512903,252.16971021261236,0.7454441893831425,1.044324695646793,0.37272209469157125,0,9.0
Miftah,Miftah_Jalan10,Jalan10,3,3,0.7156610000092769,0.35783050000463845,0.03810951997527255,251.51573160709708,2.1588000449725966,3.0165120705817596,1.0794000224862983,0,10.0
Miftah,Miftah_Jalan11,Jalan11,6,6,2.1343419999902835,0.4268683999980567,0.3398479982174227,168.6702505979074,3.0124877327625166,1.41143628002271,0.6024975465525033,1,11.0
Miftah,Miftah_Jalan12,Jalan12,6,6,1.7046279999922263,0.34092559999844524,0.04599455394413516,211.18977278423313,4.888746109250214,2.867925500034323,0.9777492218500428,1,12.0
Miftah,Miftah_Jalan13,Jalan13,5,5,4.994301000013365,1.2485752500033414,0.6839284145444823,60.06846603742889,3.606077007821526,0.7220383809089351,0.9015192519553815,1,13.0
Miftah,Miftah_Jalan14,Jalan14,4,4,2.4718770000035875,0.8239590000011958,0.5024481507132756,97.09220968504974,3.427477111199709,1.3865888598804612,1.142492370399903,1,14.0
Miftah,Miftah_Jalan15,Jalan15,8,8,4.7900099999969825,0.6842871428567118,0.4286970015476323,100.20855906361415,3.0642995542303204,0.6397271726431157,0.43775707917576007,1,15.0
Miftah,Miftah_Jalan16,Jalan16,8,7,3.679082999995444,0.6131804999992406,0.5744915551391743,114.15888143880422,2.740640605716253,0.7449249189865103,0.45677343428604217,1,16.0
Miftah,Miftah_Jalan17,Jalan17,6,5,1.2101410000032047,0.30253525000080117,0.06263197808597704,247.9049961940018,1.4549413592712979,1.2022907737754898,0.36373533981782447,0,17.0
Miftah,Miftah_Jalan18,Jalan18,9,8,5.67424100000062,0.8106058571429458,0.5880147591583165,84.59281162008232,3.5229253968439,0.6208628425975412,0.5032750566919857,1,18.0
Miftah,Miftah_Jalan19,Jalan19,5,3,0.6079929999978049,0.30399649999890244,0.05167041381619381,296.05604011995183,0.4540546280240114,0.746808973171814,0.2270273140120057,0,19.0
Miftah,Miftah_Jalan20,Jalan20,6,6,2.5858229999867035,0.5171645999973407,0.47807225449821666,139.2206659163644,2.9548079687729105,1.1426953696320685,0.5909615937545821,1,20.0
Miftah,Miftah_Jalan21,Jalan21,6,5,2.372243999998318,0.5930609999995795,0.27192294131154204,126.4625392667081,1.6017060573941684,0.6751860505897809,0.4004265143485421,1,21.0
Miftah,Miftah_Jalan22,Jalan22,6,6,2.752304000008735,0.550460800001747,0.46552291065326407,130.7995047054604,2.398705953704517,0.8715265296627495,0.4797411907409034,1,22.0
Miftah,Miftah_Jalan23,Jalan23,7,7,3.8871020000078715,0.6478503333346453,0.481832264458324,108.04964726913508,5.226615646977424,1.3446047073029832,0.8711026078295707,1,23.0
Miftah,Miftah_Jalan24,Jalan24,6,6,3.2672289999900386,0.6534457999980077,0.5108424415325629,110.18511405264142,2.609683187020846,0.7987451100087575,0.5219366374041692,1,24.0
Miftah,Miftah_Jalan25,Jalan25,5,5,1.2185040000040317,0.3046260000010079,0.03417719916619774,246.20354139092476,1.031446127284863,0.846485630971626,0.25786153182121574,0,25.0
Miftah,Miftah_Jalan26,Jalan26,1,1,,,,,,,,0,26.0
Miftah,Miftah_Jalan27,Jalan27,7,7,1.655293999996502,0.2758823333327503,0.0055458107332825605,253.73136131761945,1.1399504997524925,0.6886695050878584,0.18999174995874876,1,27.0
Miftah,Miftah_Jalan28,Jalan28,6,5,1.5951490000006743,0.39878725000016857,0.05207637036541648,188.07020535377774,3.1198433206602734,1.9558319132939648,0.7799608301650683,1,28.0
Miftah,Miftah_Jalan29,Jalan29,7,6,2.4347389999893494,0.48694779999786986,0.2871964822785849,147.85979113226296,2.2264444279847275,0.9144489113594791,0.4452888855969455,1,29.0
